step,timestamp,replicas,ready_replicas,cpu_millicores,memory_mib,rps_target,latency_p90_ms,success_rate,llm_decision,scale_event,llm_model,llm_variant,llm_tokens,llm_latency_ms,workload_type,decision_timeout
59,2026-07-19 05:26:26,4,14,601,160,678,68.2,1.0,4,1,gpt-oss-120b,cot,765,479.2510480619967,CPU-intensive,0
60,2026-07-19 05:27:28,5,4,682,50,853,231.0,1.0,5,1,gpt-oss-120b,cot,648,409.80915213003755,CPU-intensive,0
61,2026-07-19 05:28:29,1,5,783,61,1133,76.9,1.0,1,1,gpt-oss-120b,cot,791,497.4422650411725,CPU-intensive,0
62,2026-07-19 05:29:30,12,1,501,14,1404,5019.3,0.0,12,1,gpt-oss-120b,cot,791,532.2295972146094,CPU-intensive,0
63,2026-07-19 05:30:51,1,12,865,135,1555,47.0,1.0,1,1,gpt-oss-120b,cot,791,513.5870040394366,CPU-intensive,0
64,2026-07-19 05:31:53,1,0,501,14,1670,4.4,0.0,1,0,gpt-oss-120b,cot,791,487.2819888405502,CPU-intensive,0
65,2026-07-19 05:32:53,11,1,490,14,1691,2078.4,0.1,11,1,gpt-oss-120b,cot,620,360.3969709947705,CPU-intensive,0
66,2026-07-19 05:33:56,1,11,935,124,1666,121.4,1.0,1,1,gpt-oss-120b,cot,791,631.674962118268,CPU-intensive,0
67,2026-07-19 05:34:58,14,1,452,14,1719,5006.7,0.0,14,1,gpt-oss-120b,cot,785,598.3348982408643,CPU-intensive,0
68,2026-07-19 05:36:04,1,14,884,156,1737,57.9,1.0,1,1,gpt-oss-120b,cot,791,523.7429542466998,CPU-intensive,0
69,2026-07-19 05:37:05,1,1,502,14,1731,5020.6,0.2,1,0,gpt-oss-120b,cot,792,531.4846010878682,CPU-intensive,0
70,2026-07-19 05:38:20,6,1,500,15,1553,1095.7,0.1,6,1,gpt-oss-120b,cot,699,441.2673288024962,CPU-intensive,0
71,2026-07-19 05:39:22,1,6,684,69,1325,177.2,1.0,1,1,gpt-oss-120b,cot,791,537.567628081888,CPU-intensive,0
72,2026-07-19 05:40:23,14,1,501,14,1078,4350.3,0.1,14,1,gpt-oss-120b,cot,708,609.2658871784806,CPU-intensive,0
73,2026-07-19 05:41:29,5,14,866,157,1374,74.5,1.0,5,1,gpt-oss-120b,cot,755,472.48667385429144,CPU-intensive,0
74,2026-07-19 05:42:30,1,5,748,58,1480,121.2,1.0,1,1,gpt-oss-120b,cot,791,555.1142157055438,CPU-intensive,0
75,2026-07-19 05:43:31,14,1,500,14,1403,5020.7,0.0,14,1,gpt-oss-120b,cot,684,469.38660787418485,CPU-intensive,0
76,2026-07-19 05:44:47,1,14,574,157,1167,68.7,1.0,1,1,gpt-oss-120b,cot,791,498.9532511681318,CPU-intensive,0
77,2026-07-19 05:45:48,14,1,456,14,910,5019.9,0.1,14,1,gpt-oss-120b,cot,724,496.86406180262566,CPU-intensive,0
78,2026-07-19 05:47:03,1,14,491,157,721,38.5,1.0,1,1,gpt-oss-120b,cot,748,443.7731532379985,CPU-intensive,0
79,2026-07-19 05:48:04,1,0,501,14,623,4.9,0.0,1,0,gpt-oss-120b,cot,790,489.019260276109,CPU-intensive,0
80,2026-07-19 05:49:05,12,1,500,16,555,1977.3,0.1,12,1,gpt-oss-120b,cot,791,700.4032991826534,CPU-intensive,0
81,2026-07-19 05:50:08,1,12,510,135,574,40.0,1.0,1,1,gpt-oss-120b,cot,790,549.1347820498049,CPU-intensive,0
82,2026-07-19 05:51:09,14,1,500,14,603,5020.7,0.1,14,1,gpt-oss-120b,cot,710,448.5541437752545,CPU-intensive,0
83,2026-07-19 05:52:28,1,14,724,157,705,97.1,1.0,1,1,gpt-oss-120b,cot,790,708.7481166236103,CPU-intensive,0
84,2026-07-19 05:53:30,2,0,500,15,900,5021.3,0.3,2,1,gpt-oss-120b,cot,685,450.99564688280225,CPU-intensive,0
85,2026-07-19 05:54:51,14,2,1000,27,1149,5021.1,0.7,14,1,gpt-oss-120b,cot,750,620.3023069538176,CPU-intensive,0
86,2026-07-19 05:56:35,3,14,772,159,1383,47.4,1.0,3,1,gpt-oss-120b,cot,788,489.252224098891,CPU-intensive,0
87,2026-07-19 05:57:36,1,3,1051,38,1483,328.1,1.0,1,1,gpt-oss-120b,cot,791,480.4394030943513,CPU-intensive,0
88,2026-07-19 05:58:38,1,1,474,14,1561,5007.6,0.0,1,0,gpt-oss-120b,cot,792,508.35733814164996,CPU-intensive,0
89,2026-07-19 05:59:44,14,1,500,16,1558,4692.1,0.1,14,1,gpt-oss-120b,cot,765,497.93324805796146,CPU-intensive,0
90,2026-07-19 06:00:49,14,14,825,157,1552,66.8,1.0,14,0,gpt-oss-120b,cot,791,486.0761249437928,CPU-intensive,0
91,2026-07-19 06:01:51,1,14,747,157,1548,40.4,1.0,1,1,gpt-oss-120b,cot,791,565.2488982304931,CPU-intensive,0
92,2026-07-19 06:02:52,14,1,502,14,1524,5019.5,0.1,14,1,gpt-oss-120b,cot,674,400.4656891338527,CPU-intensive,0
93,2026-07-19 06:04:01,1,14,664,157,1511,79.7,1.0,1,1,gpt-oss-120b,cot,791,500.75425021350384,CPU-intensive,0
94,2026-07-19 06:05:02,2,0,501,15,1280,4.4,0.0,2,1,gpt-oss-120b,cot,695,476.0295241139829,CPU-intensive,0
95,2026-07-19 06:06:03,14,2,930,29,1025,5018.7,0.4,14,1,gpt-oss-120b,cot,663,704.6708823181689,CPU-intensive,0
96,2026-07-19 06:07:21,2,14,632,159,1000,80.9,1.0,2,1,gpt-oss-120b,cot,690,498.4197160229087,CPU-intensive,0
97,2026-07-19 06:08:22,14,1,987,28,1107,5019.6,0.5,14,1,gpt-oss-120b,cot,684,488.7670031748712,CPU-intensive,0
98,2026-07-19 06:10:01,1,14,609,159,1209,37.4,1.0,1,1,gpt-oss-120b,cot,791,475.5521370097995,CPU-intensive,0
99,2026-07-19 06:11:02,2,0,498,14,1168,4.4,0.0,2,1,gpt-oss-120b,cot,708,533.7794120423496,CPU-intensive,0
100,2026-07-19 06:12:03,10,2,519,25,972,916.1,1.0,10,1,gpt-oss-120b,cot,680,506.81249937042594,CPU-intensive,0
101,2026-07-19 06:13:06,1,10,455,113,762,41.6,1.0,1,1,gpt-oss-120b,cot,635,424.78403029963374,CPU-intensive,0
102,2026-07-19 06:14:07,14,1,502,15,610,5016.1,0.1,14,1,gpt-oss-120b,cot,697,449.1015379317105,CPU-intensive,0
103,2026-07-19 06:15:15,1,14,478,157,526,114.2,1.0,1,1,gpt-oss-120b,cot,790,890.7261011190712,CPU-intensive,0
104,2026-07-19 06:16:17,1,0,500,14,491,4.5,0.0,1,0,gpt-oss-120b,cot,790,535.7169560156763,CPU-intensive,0
105,2026-07-19 06:17:17,2,1,499,16,524,5019.1,0.1,2,1,gpt-oss-120b,cot,757,891.024140175432,CPU-intensive,0
106,2026-07-19 06:18:28,14,2,947,29,586,5019.5,0.7,14,1,gpt-oss-120b,cot,555,501.8750508315861,CPU-intensive,0
107,2026-07-19 06:20:04,2,14,732,160,663,89.0,1.0,2,1,gpt-oss-120b,cot,702,462.3040920123458,CPU-intensive,0
108,2026-07-19 06:21:05,14,2,905,28,858,5019.3,0.3,14,1,gpt-oss-120b,cot,750,629.2377579957247,CPU-intensive,0
109,2026-07-19 06:22:51,1,14,808,159,1102,52.9,1.0,1,1,gpt-oss-120b,cot,791,527.560185175389,CPU-intensive,0
110,2026-07-19 06:23:52,1,0,501,14,1337,4.7,0.0,1,0,gpt-oss-120b,cot,791,528.0947401188314,CPU-intensive,0
111,2026-07-19 06:24:53,1,0,500,15,1498,4.5,0.0,1,0,gpt-oss-120b,cot,783,502.61408602818847,CPU-intensive,0
112,2026-07-19 06:25:54,14,0,501,15,1605,5005.6,0.1,14,1,gpt-oss-120b,cot,718,487.3227751813829,CPU-intensive,0
113,2026-07-19 06:27:04,1,14,907,157,1523,111.2,1.0,1,1,gpt-oss-120b,cot,791,521.2763859890401,CPU-intensive,0
114,2026-07-19 06:28:05,14,1,491,14,1512,5018.0,0.1,14,1,gpt-oss-120b,cot,713,483.0275597050786,CPU-intensive,0
115,2026-07-19 06:29:24,1,14,646,157,1539,36.8,1.0,1,1,gpt-oss-120b,cot,791,485.8038481324911,CPU-intensive,0
116,2026-07-19 06:30:25,1,1,1,11,1561,105.5,1.0,1,0,gpt-oss-120b,cot,507,601.1663377285004,CPU-intensive,0
117,2026-07-19 06:31:26,1,1,1,11,1519,167.2,1.0,1,0,gpt-oss-120b,cot,499,322.06604862585664,CPU-intensive,0
118,2026-07-19 06:32:28,1,1,1,11,1288,192.8,1.0,1,0,gpt-oss-120b,cot,473,290.33483611419797,CPU-intensive,0
119,2026-07-19 06:33:29,1,1,1,11,1051,198.8,1.0,1,0,gpt-oss-120b,cot,570,580.8460372500122,CPU-intensive,0
