step,timestamp,replicas,ready_replicas,cpu_millicores,memory_mib,rps_target,latency_p90_ms,success_rate,llm_decision,scale_event,llm_model,llm_variant,llm_tokens,llm_latency_ms,workload_type,decision_timeout
72,2026-07-18 18:42:54,12,12,12,132,1078,5.2,1.0,12,0,llama-70b,history_5,383,24342.125539202243,CPU-intensive,0
73,2026-07-18 18:44:19,12,12,12,132,1374,5.5,1.0,12,0,llama-70b,history_5,383,317621.8506228179,CPU-intensive,0
74,2026-07-18 18:50:37,12,12,12,132,1480,6.2,1.0,12,0,llama-70b,history_5,383,28701.383493840694,CPU-intensive,0
75,2026-07-18 18:52:06,12,12,12,132,1403,6.0,1.0,12,0,llama-70b,history_5,383,60513.35978182033,CPU-intensive,0
76,2026-07-18 18:54:07,12,12,12,132,1167,6.6,1.0,12,0,llama-70b,history_5,383,521018.1726170704,CPU-intensive,0
77,2026-07-18 19:03:48,12,12,12,132,910,6.5,1.0,12,0,llama-70b,history_5,382,626377.1835509688,CPU-intensive,0
78,2026-07-18 19:15:15,7,12,12,132,721,5.4,1.0,7,1,llama-70b,history_5,381,328232.7416660264,CPU-intensive,0
79,2026-07-18 19:21:43,7,7,7,77,623,5.2,1.0,7,0,llama-70b,history_5,380,439909.7523787059,CPU-intensive,0
80,2026-07-18 19:30:04,7,7,7,77,555,6.4,1.0,7,0,llama-70b,history_5,379,106363.15477173775,CPU-intensive,0
81,2026-07-18 19:32:50,7,7,7,77,574,5.8,1.0,7,0,llama-70b,history_5,378,15312.668861821294,CPU-intensive,0
82,2026-07-18 19:34:06,7,7,7,77,603,5.5,1.0,7,0,llama-70b,history_5,377,36484.47833629325,CPU-intensive,0
83,2026-07-18 19:35:43,7,7,7,77,705,7.0,1.0,7,0,llama-70b,history_5,377,39184.010562021285,CPU-intensive,0
84,2026-07-18 19:37:22,10,7,7,77,900,5.5,1.0,10,1,llama-70b,history_5,377,10551.136489957571,CPU-intensive,0
85,2026-07-18 19:38:33,10,10,10,110,1149,5.3,1.0,10,0,llama-70b,history_5,378,7426.540217828006,CPU-intensive,0
86,2026-07-18 19:39:41,14,10,10,110,1383,5.4,1.0,14,1,llama-70b,history_5,379,8064.116806723177,CPU-intensive,0
87,2026-07-18 19:40:49,10,14,14,154,1483,6.3,1.0,10,1,llama-70b,history_5,380,11780.119047965854,CPU-intensive,0
88,2026-07-18 19:42:02,14,10,10,110,1561,5.3,1.0,14,1,llama-70b,history_5,381,16084.596720989794,CPU-intensive,0
89,2026-07-18 19:43:18,10,14,14,154,1558,5.4,1.0,10,1,llama-70b,history_5,382,48872.97146394849,CPU-intensive,0
90,2026-07-18 19:45:07,10,10,10,110,1552,6.1,1.0,10,0,llama-70b,history_5,383,16248.668387066573,CPU-intensive,0
91,2026-07-18 19:46:24,10,10,10,110,1548,5.6,1.0,10,0,llama-70b,history_5,383,25940.699497703463,CPU-intensive,0
92,2026-07-18 19:47:50,10,10,10,110,1524,5.7,1.0,10,0,llama-70b,history_5,383,27696.894609835,CPU-intensive,0
93,2026-07-18 19:49:18,10,10,10,110,1511,5.3,1.0,10,0,llama-70b,history_5,383,12272.961755283177,CPU-intensive,0
94,2026-07-18 19:50:31,7,10,10,110,1280,5.3,1.0,7,1,llama-70b,history_5,383,122491.65707966313,CPU-intensive,0
95,2026-07-18 19:53:34,7,7,7,77,1025,5.6,1.0,7,0,llama-70b,history_5,383,21262.442987877876,CPU-intensive,0
96,2026-07-18 19:54:55,7,7,7,77,1000,5.6,1.0,7,0,llama-70b,history_5,383,69691.83209817857,CPU-intensive,0
97,2026-07-18 19:57:05,7,7,7,77,1107,5.4,1.0,7,0,llama-70b,history_5,383,27071.19110226631,CPU-intensive,0
98,2026-07-18 19:58:33,7,7,7,77,1209,6.5,1.0,7,0,llama-70b,history_5,383,637934.5425912179,CPU-intensive,0
99,2026-07-18 20:10:11,7,7,7,77,1168,5.4,1.0,7,0,llama-70b,history_5,383,235262.4356970191,CPU-intensive,0
100,2026-07-18 20:15:06,7,7,7,77,972,5.4,1.0,7,0,llama-70b,history_5,382,64540.814894251525,CPU-intensive,0
101,2026-07-18 20:17:11,7,7,7,77,762,5.2,1.0,7,0,llama-70b,history_5,381,24539.95653707534,CPU-intensive,0
102,2026-07-18 20:18:36,7,7,7,77,610,5.8,1.0,7,0,llama-70b,history_5,380,115323.30654235557,CPU-intensive,0
103,2026-07-18 20:21:32,7,7,7,77,526,5.7,1.0,7,0,llama-70b,history_5,379,539976.7180969939,CPU-intensive,0
104,2026-07-18 20:31:32,7,7,7,77,491,5.5,1.0,7,0,llama-70b,history_5,378,410255.7354127057,CPU-intensive,0
105,2026-07-18 20:39:23,7,7,7,77,524,5.4,1.0,7,0,llama-70b,history_5,377,66085.36271797493,CPU-intensive,0
106,2026-07-18 20:41:29,7,7,7,77,586,5.9,1.0,7,0,llama-70b,history_5,377,869331.0188860632,CPU-intensive,0
107,2026-07-18 20:56:59,7,7,7,77,663,5.5,1.0,7,0,llama-70b,history_5,377,1688748.0766512454,CPU-intensive,0
108,2026-07-18 21:26:08,7,7,7,77,858,5.2,1.0,7,0,llama-70b,history_5,377,113332.25156739354,CPU-intensive,0
109,2026-07-18 21:29:01,14,7,7,77,1102,5.7,1.0,14,1,llama-70b,history_5,378,29557.76901403442,CPU-intensive,0
110,2026-07-18 21:30:31,7,14,14,154,1337,7.9,1.0,7,1,llama-70b,history_5,379,299176.29254609346,CPU-intensive,0
111,2026-07-18 21:36:31,14,7,7,77,1498,6.7,1.0,14,1,llama-70b,history_5,380,250410.36471212283,CPU-intensive,0
112,2026-07-18 21:41:42,7,14,14,154,1605,5.7,1.0,7,1,llama-70b,history_5,381,23462.96006301418,CPU-intensive,0
113,2026-07-18 21:43:06,7,7,7,78,1523,5.9,1.0,7,0,llama-70b,history_5,382,28201.062102802098,CPU-intensive,0
114,2026-07-18 21:44:34,7,7,7,77,1512,6.0,1.0,7,0,llama-70b,history_5,383,64253.63987637684,CPU-intensive,0
115,2026-07-18 21:46:39,7,7,7,77,1539,5.7,1.0,7,0,llama-70b,history_5,383,21677.581811789423,CPU-intensive,0
116,2026-07-18 21:48:01,7,7,7,77,1561,9.8,1.0,7,0,llama-70b,history_5,383,24047.790326643735,CPU-intensive,0
117,2026-07-18 21:49:25,7,7,7,77,1519,5.7,1.0,7,0,llama-70b,history_5,383,20180.78552093357,CPU-intensive,0
118,2026-07-18 21:50:46,7,7,7,77,1288,5.6,1.0,7,0,llama-70b,history_5,383,281106.69926786795,CPU-intensive,0
119,2026-07-18 21:56:27,7,7,7,77,1051,8.0,1.0,7,0,llama-70b,history_5,383,15128.157239872962,CPU-intensive,0
