step,timestamp,replicas,ready_replicas,cpu_millicores,memory_mib,rps_target,latency_p90_ms,success_rate,llm_decision,scale_event,llm_model,llm_variant,llm_tokens,llm_latency_ms,workload_type,decision_timeout
78,2026-07-18 04:35:56,1,1,42,11,721,6.3,1.0,1,0,hpa,baseline,0,0.0045388005673885345,CPU-intensive,0
79,2026-07-18 04:36:56,1,1,36,11,623,5.2,1.0,1,0,hpa,baseline,0,0.0037122517824172974,CPU-intensive,0
80,2026-07-18 04:37:57,1,1,13,11,555,5.6,1.0,1,0,hpa,baseline,0,0.0037909485399723053,CPU-intensive,0
81,2026-07-18 04:38:57,1,1,12,11,574,5.3,1.0,1,0,hpa,baseline,0,0.003368128091096878,CPU-intensive,0
82,2026-07-18 04:39:57,1,1,12,11,603,5.5,1.0,1,0,hpa,baseline,0,0.0029797665774822235,CPU-intensive,0
83,2026-07-18 04:40:57,1,1,14,11,705,5.3,1.0,1,0,hpa,baseline,0,0.002932269126176834,CPU-intensive,0
84,2026-07-18 04:41:58,1,1,16,11,900,5.2,1.0,1,0,hpa,baseline,0,0.0028312206268310547,CPU-intensive,0
85,2026-07-18 04:42:58,1,1,26,11,1149,5.5,1.0,1,0,hpa,baseline,0,0.0036261044442653656,CPU-intensive,0
86,2026-07-18 04:43:58,1,1,33,11,1383,5.4,1.0,1,0,hpa,baseline,0,0.0037690624594688416,CPU-intensive,0
87,2026-07-18 04:44:58,1,1,40,12,1483,5.3,1.0,1,0,hpa,baseline,0,0.003983266651630402,CPU-intensive,0
88,2026-07-18 04:45:59,1,1,43,11,1561,5.2,1.0,1,0,hpa,baseline,0,0.0031329691410064697,CPU-intensive,0
89,2026-07-18 04:46:59,1,1,43,11,1558,6.0,1.0,1,0,hpa,baseline,0,0.0038212165236473083,CPU-intensive,0
90,2026-07-18 04:47:59,1,1,42,11,1552,6.0,1.0,1,0,hpa,baseline,0,0.003020279109477997,CPU-intensive,0
91,2026-07-18 04:49:00,1,1,37,11,1548,5.2,1.0,1,0,hpa,baseline,0,0.0038440339267253876,CPU-intensive,0
92,2026-07-18 04:50:00,1,1,29,11,1524,5.3,1.0,1,0,hpa,baseline,0,0.00368291512131691,CPU-intensive,0
93,2026-07-18 04:51:00,1,1,29,11,1511,5.8,1.0,1,0,hpa,baseline,0,0.004102941602468491,CPU-intensive,0
94,2026-07-18 04:52:00,1,1,23,11,1280,5.6,1.0,1,0,hpa,baseline,0,0.0037229619920253754,CPU-intensive,0
95,2026-07-18 04:53:01,1,1,18,12,1025,5.9,1.0,1,0,hpa,baseline,0,0.003194902092218399,CPU-intensive,0
96,2026-07-18 04:54:01,1,1,18,11,1000,5.3,1.0,1,0,hpa,baseline,0,0.0035064294934272766,CPU-intensive,0
97,2026-07-18 04:55:01,1,1,19,11,1107,5.3,1.0,1,0,hpa,baseline,0,0.0038025900721549988,CPU-intensive,0
98,2026-07-18 04:56:01,1,1,21,11,1209,5.4,1.0,1,0,hpa,baseline,0,0.003528781235218048,CPU-intensive,0
99,2026-07-18 04:57:02,1,1,20,11,1168,5.3,1.0,1,0,hpa,baseline,0,0.017974991351366043,CPU-intensive,0
100,2026-07-18 04:58:02,1,1,17,11,972,6.2,1.0,1,0,hpa,baseline,0,0.003986060619354248,CPU-intensive,0
101,2026-07-18 04:59:02,1,1,14,11,762,5.2,1.0,1,0,hpa,baseline,0,0.004076864570379257,CPU-intensive,0
102,2026-07-18 05:00:02,1,1,11,11,610,5.3,1.0,1,0,hpa,baseline,0,0.0029872171580791473,CPU-intensive,0
103,2026-07-18 05:01:03,1,1,11,11,526,5.3,1.0,1,0,hpa,baseline,0,0.003437977284193039,CPU-intensive,0
104,2026-07-18 05:02:03,1,1,9,11,491,5.2,1.0,1,0,hpa,baseline,0,0.0035339035093784332,CPU-intensive,0
105,2026-07-18 05:03:03,1,1,10,11,524,5.2,1.0,1,0,hpa,baseline,0,0.003126915544271469,CPU-intensive,0
106,2026-07-18 05:04:04,1,1,12,11,586,5.2,1.0,1,0,hpa,baseline,0,0.0030943192541599274,CPU-intensive,0
107,2026-07-18 05:05:04,1,1,13,12,663,5.4,1.0,1,0,hpa,baseline,0,0.0034961849451065063,CPU-intensive,0
108,2026-07-18 05:06:04,1,1,16,11,858,5.3,1.0,1,0,hpa,baseline,0,0.004008878022432327,CPU-intensive,0
109,2026-07-18 05:07:04,1,1,25,11,1102,5.2,1.0,1,0,hpa,baseline,0,0.0031315721571445465,CPU-intensive,0
110,2026-07-18 05:08:05,1,1,34,12,1337,5.5,1.0,1,0,hpa,baseline,0,0.0032708048820495605,CPU-intensive,0
111,2026-07-18 05:09:05,1,1,40,11,1498,5.1,1.0,1,0,hpa,baseline,0,0.00321120023727417,CPU-intensive,0
112,2026-07-18 05:10:05,1,1,45,11,1605,5.2,1.0,1,0,hpa,baseline,0,0.003186054527759552,CPU-intensive,0
113,2026-07-18 05:11:05,1,1,42,11,1523,5.4,1.0,1,0,hpa,baseline,0,0.0033266842365264893,CPU-intensive,0
114,2026-07-18 05:12:06,1,1,42,11,1512,5.3,1.0,1,0,hpa,baseline,0,0.004044733941555023,CPU-intensive,0
115,2026-07-18 05:13:06,1,1,39,11,1539,5.3,1.0,1,0,hpa,baseline,0,0.0037169083952903748,CPU-intensive,0
116,2026-07-18 05:14:06,1,1,34,11,1561,5.8,1.0,1,0,hpa,baseline,0,0.004156958311796188,CPU-intensive,0
117,2026-07-18 05:15:07,1,1,30,11,1519,5.3,1.0,1,0,hpa,baseline,0,0.0036410056054592133,CPU-intensive,0
118,2026-07-18 05:16:07,1,1,23,11,1288,5.3,1.0,1,0,hpa,baseline,0,0.0032871030271053314,CPU-intensive,0
119,2026-07-18 05:17:07,1,1,18,11,1051,5.2,1.0,1,0,hpa,baseline,0,0.004176981747150421,CPU-intensive,0
