step,timestamp,replicas,ready_replicas,cpu_millicores,memory_mib,rps_target,latency_p90_ms,success_rate,llm_decision,scale_event,llm_model,llm_variant,llm_tokens,llm_latency_ms,workload_type,decision_timeout
46,2026-07-19 17:24:42,8,8,779,90,1578,59.1,1.0,8,0,gpt-oss-120b,domain,494,448.0044972151518,CPU-intensive,0
47,2026-07-19 17:25:44,5,8,747,90,1340,49.5,1.0,5,1,gpt-oss-120b,domain,581,396.30042435601354,CPU-intensive,0
48,2026-07-19 17:26:45,5,5,695,57,1242,80.5,1.0,5,0,gpt-oss-120b,domain,460,266.7986820451915,CPU-intensive,0
49,2026-07-19 17:27:45,5,5,765,57,1264,117.6,1.0,5,0,gpt-oss-120b,domain,476,577.7628268115222,CPU-intensive,0
50,2026-07-19 17:28:47,5,5,776,57,1372,98.6,1.0,5,0,gpt-oss-120b,domain,468,294.13718078285456,CPU-intensive,0
51,2026-07-19 17:29:48,5,5,723,57,1378,94.8,1.0,5,0,gpt-oss-120b,domain,470,290.7208660617471,CPU-intensive,0
52,2026-07-19 17:30:49,5,5,631,57,1223,67.2,1.0,5,0,gpt-oss-120b,domain,479,389.67720977962017,CPU-intensive,0
53,2026-07-19 17:31:50,5,5,545,57,1002,68.9,1.0,5,0,gpt-oss-120b,domain,454,715.2408417314291,CPU-intensive,0
54,2026-07-19 17:32:51,5,5,523,57,802,84.8,1.0,5,0,gpt-oss-120b,domain,457,307.69268004223704,CPU-intensive,0
55,2026-07-19 17:33:52,5,5,540,57,688,62.8,1.0,5,0,gpt-oss-120b,domain,462,307.1014159359038,CPU-intensive,0
56,2026-07-19 17:34:53,8,5,503,57,653,580.9,1.0,8,1,gpt-oss-120b,domain,472,310.1471848785877,CPU-intensive,0
57,2026-07-19 17:35:55,5,8,537,90,669,36.8,1.0,5,1,gpt-oss-120b,domain,484,311.76289822906256,CPU-intensive,0
58,2026-07-19 17:36:56,8,5,501,57,650,187.7,1.0,8,1,gpt-oss-120b,domain,557,332.0304583758116,CPU-intensive,0
59,2026-07-19 17:37:57,8,8,649,90,678,75.7,1.0,8,0,gpt-oss-120b,domain,482,299.9549210071564,CPU-intensive,0
60,2026-07-19 17:38:58,8,8,754,90,853,101.9,1.0,8,0,gpt-oss-120b,domain,491,1175.8870682679117,CPU-intensive,0
61,2026-07-19 17:40:00,8,8,787,90,1133,84.7,1.0,8,0,gpt-oss-120b,domain,476,283.60389918088913,CPU-intensive,0
62,2026-07-19 17:41:01,5,8,852,90,1404,44.8,1.0,5,1,gpt-oss-120b,domain,489,323.30186711624265,CPU-intensive,0
63,2026-07-19 17:42:02,5,5,911,57,1555,67.3,1.0,5,0,gpt-oss-120b,domain,487,296.5097287669778,CPU-intensive,0
64,2026-07-19 17:43:03,5,5,901,57,1670,96.9,1.0,5,0,gpt-oss-120b,domain,469,406.5698552876711,CPU-intensive,0
65,2026-07-19 17:44:04,5,5,921,57,1691,121.9,1.0,5,0,gpt-oss-120b,domain,455,285.89694993570447,CPU-intensive,0
66,2026-07-19 17:45:05,5,5,982,57,1666,78.2,1.0,5,0,gpt-oss-120b,domain,497,317.5666546449065,CPU-intensive,0
67,2026-07-19 17:46:06,8,5,927,57,1719,295.4,1.0,8,1,gpt-oss-120b,domain,428,280.44860577210784,CPU-intensive,0
68,2026-07-19 17:47:07,5,8,883,90,1737,40.6,1.0,5,1,gpt-oss-120b,domain,461,285.3062371723354,CPU-intensive,0
69,2026-07-19 17:48:08,5,5,815,57,1731,138.6,1.0,5,0,gpt-oss-120b,domain,488,436.8312391452491,CPU-intensive,0
70,2026-07-19 17:49:09,5,5,710,57,1553,80.1,1.0,5,0,gpt-oss-120b,domain,457,367.05597722902894,CPU-intensive,0
71,2026-07-19 17:50:10,5,5,740,57,1325,91.5,1.0,5,0,gpt-oss-120b,domain,480,313.97887505590916,CPU-intensive,0
72,2026-07-19 17:51:11,5,5,801,57,1078,79.8,1.0,5,0,gpt-oss-120b,domain,471,295.8475658670068,CPU-intensive,0
73,2026-07-19 17:52:12,5,5,831,57,1374,63.8,1.0,5,0,gpt-oss-120b,domain,502,297.17235499992967,CPU-intensive,0
74,2026-07-19 17:53:13,5,5,766,57,1480,110.6,1.0,5,0,gpt-oss-120b,domain,475,274.9784868210554,CPU-intensive,0
75,2026-07-19 17:54:14,2,5,627,57,1403,45.9,1.0,2,1,gpt-oss-120b,domain,569,450.3721301443875,CPU-intensive,0
76,2026-07-19 17:55:16,5,2,502,26,1167,332.9,1.0,5,1,gpt-oss-120b,domain,497,310.2492899633944,CPU-intensive,0
77,2026-07-19 17:56:17,2,5,470,59,910,47.1,1.0,2,1,gpt-oss-120b,domain,505,390.05390368402004,CPU-intensive,0
78,2026-07-19 17:57:19,5,2,504,26,721,798.3,1.0,5,1,gpt-oss-120b,domain,494,310.0811392068863,CPU-intensive,0
79,2026-07-19 17:58:23,5,5,531,59,623,72.9,1.0,5,0,gpt-oss-120b,domain,458,294.17805979028344,CPU-intensive,0
80,2026-07-19 17:59:23,5,5,487,59,555,56.1,1.0,5,0,gpt-oss-120b,domain,466,291.65663104504347,CPU-intensive,0
81,2026-07-19 18:00:24,5,5,534,59,574,84.4,1.0,5,0,gpt-oss-120b,domain,463,283.96616596728563,CPU-intensive,0
82,2026-07-19 18:01:25,5,5,586,59,603,145.8,1.0,5,0,gpt-oss-120b,domain,493,302.36565275117755,CPU-intensive,0
83,2026-07-19 18:02:26,5,5,759,59,705,101.3,1.0,5,0,gpt-oss-120b,domain,476,356.3947160728276,CPU-intensive,0
84,2026-07-19 18:03:27,5,5,763,59,900,108.8,1.0,5,0,gpt-oss-120b,domain,473,300.5879591219127,CPU-intensive,0
85,2026-07-19 18:04:29,5,5,825,59,1149,70.0,1.0,5,0,gpt-oss-120b,domain,470,363.1546702235937,CPU-intensive,0
86,2026-07-19 18:05:30,5,5,866,59,1383,116.1,1.0,5,0,gpt-oss-120b,domain,494,332.9985588788986,CPU-intensive,0
87,2026-07-19 18:06:31,5,5,888,59,1483,91.9,1.0,5,0,gpt-oss-120b,domain,413,258.63721827045083,CPU-intensive,0
88,2026-07-19 18:07:32,5,5,856,59,1561,84.3,1.0,5,0,gpt-oss-120b,domain,476,282.3229576461017,CPU-intensive,0
89,2026-07-19 18:08:33,5,5,820,59,1558,106.9,1.0,5,0,gpt-oss-120b,domain,470,287.92956098914146,CPU-intensive,0
90,2026-07-19 18:09:34,8,5,873,59,1552,236.8,1.0,8,1,gpt-oss-120b,domain,517,454.13673017174006,CPU-intensive,0
91,2026-07-19 18:10:36,11,8,813,92,1548,164.9,1.0,11,1,gpt-oss-120b,domain,463,366.4632011204958,CPU-intensive,0
92,2026-07-19 18:11:37,11,11,759,125,1524,86.0,1.0,11,0,gpt-oss-120b,domain,485,314.785934984684,CPU-intensive,0
93,2026-07-19 18:12:38,11,11,653,125,1511,62.3,1.0,11,0,gpt-oss-120b,domain,514,307.166859973222,CPU-intensive,0
94,2026-07-19 18:13:39,8,11,654,125,1280,39.1,1.0,8,1,gpt-oss-120b,domain,458,430.565448012203,CPU-intensive,0
95,2026-07-19 18:14:40,5,8,666,92,1025,40.7,1.0,5,1,gpt-oss-120b,domain,501,434.3590047210455,CPU-intensive,0
96,2026-07-19 18:15:41,5,5,767,59,1000,52.1,1.0,5,0,gpt-oss-120b,domain,465,376.5616291202605,CPU-intensive,0
97,2026-07-19 18:16:42,5,5,688,59,1107,62.8,1.0,5,0,gpt-oss-120b,domain,476,465.5264248140156,CPU-intensive,0
98,2026-07-19 18:17:43,5,5,586,59,1209,78.3,1.0,5,0,gpt-oss-120b,domain,465,294.51706586405635,CPU-intensive,0
99,2026-07-19 18:18:44,5,5,544,59,1168,56.4,1.0,5,0,gpt-oss-120b,domain,476,270.2349410392344,CPU-intensive,0
100,2026-07-19 18:19:45,5,5,539,59,972,107.4,1.0,5,0,gpt-oss-120b,domain,455,312.011837027967,CPU-intensive,0
101,2026-07-19 18:20:46,5,5,479,59,762,75.6,1.0,5,0,gpt-oss-120b,domain,493,312.15012492612004,CPU-intensive,0
102,2026-07-19 18:21:47,5,5,471,59,610,106.4,1.0,5,0,gpt-oss-120b,domain,480,319.49722999706864,CPU-intensive,0
103,2026-07-19 18:22:48,5,5,481,59,526,84.7,1.0,5,0,gpt-oss-120b,domain,468,421.975314617157,CPU-intensive,0
104,2026-07-19 18:23:49,2,5,481,59,491,47.6,1.0,2,1,gpt-oss-120b,domain,555,329.98857786878943,CPU-intensive,0
105,2026-07-19 18:24:50,3,2,607,26,524,1608.0,1.0,3,1,gpt-oss-120b,domain,627,463.7960880063474,CPU-intensive,0
106,2026-07-19 18:25:59,3,3,581,37,586,94.9,1.0,3,0,gpt-oss-120b,domain,482,419.8662326671183,CPU-intensive,0
107,2026-07-19 18:27:00,6,3,822,37,663,696.8,1.0,6,1,gpt-oss-120b,domain,505,450.7913691923022,CPU-intensive,0
108,2026-07-19 18:28:04,6,6,823,70,858,97.0,1.0,6,0,gpt-oss-120b,domain,464,2297.958512790501,CPU-intensive,0
109,2026-07-19 18:29:07,6,6,782,70,1102,125.4,1.0,6,0,gpt-oss-120b,domain,473,302.7290697209537,CPU-intensive,0
110,2026-07-19 18:30:08,6,6,876,70,1337,114.9,1.0,6,0,gpt-oss-120b,domain,456,320.3509859740734,CPU-intensive,0
111,2026-07-19 18:31:10,9,6,818,70,1498,168.9,1.0,9,1,gpt-oss-120b,domain,489,474.4927422143519,CPU-intensive,0
112,2026-07-19 18:32:11,9,9,769,103,1605,88.1,1.0,9,0,gpt-oss-120b,domain,479,316.6653118096292,CPU-intensive,0
113,2026-07-19 18:33:12,9,9,846,103,1523,86.3,1.0,9,0,gpt-oss-120b,domain,464,296.74068884924054,CPU-intensive,0
114,2026-07-19 18:34:13,12,9,802,103,1512,240.6,1.0,12,1,gpt-oss-120b,domain,477,402.41246903315187,CPU-intensive,0
115,2026-07-19 18:35:14,12,12,763,136,1539,54.2,1.0,12,0,gpt-oss-120b,domain,479,309.7893698140979,CPU-intensive,0
116,2026-07-19 18:36:15,12,12,649,136,1561,88.3,1.0,12,0,gpt-oss-120b,domain,534,318.78431141376495,CPU-intensive,0
117,2026-07-19 18:37:16,12,12,50,136,1519,52.9,1.0,12,0,gpt-oss-120b,domain,585,348.4788378700614,CPU-intensive,0
118,2026-07-19 18:38:17,9,12,12,136,1288,37.7,1.0,9,1,gpt-oss-120b,domain,466,451.85392955318093,CPU-intensive,0
119,2026-07-19 18:39:18,6,9,9,103,1051,43.5,1.0,6,1,gpt-oss-120b,domain,521,342.0873382128775,CPU-intensive,0
