step,timestamp,replicas,ready_replicas,cpu_millicores,memory_mib,rps_target,latency_p90_ms,success_rate,llm_decision,scale_event,llm_model,llm_variant,llm_tokens,llm_latency_ms,workload_type,decision_timeout
29,2026-07-18 01:41:50,5,5,5,55,817,37.2,1.0,5,0,llama-70b,domain,284,21533.73610973358,CPU-intensive,0
30,2026-07-18 01:43:13,5,5,5,55,655,45.0,1.0,5,0,llama-70b,domain,284,17794.874826911837,CPU-intensive,0
31,2026-07-18 01:44:31,5,5,5,55,560,77.2,1.0,5,0,llama-70b,domain,284,159075.48411609605,CPU-intensive,0
32,2026-07-18 01:48:11,5,5,5,55,517,72.9,1.0,5,0,llama-70b,domain,284,94174.45786809549,CPU-intensive,0
33,2026-07-18 01:50:46,5,5,5,55,533,39.3,1.0,5,0,llama-70b,domain,284,52691.476453095675,CPU-intensive,0
34,2026-07-18 01:52:39,5,5,6,55,548,72.9,1.0,5,0,llama-70b,domain,284,21251.85258081183,CPU-intensive,0
35,2026-07-18 01:54:01,5,5,5,55,596,37.1,1.0,5,0,llama-70b,domain,284,98919.42722117528,CPU-intensive,0
36,2026-07-18 01:56:40,5,5,5,55,768,81.4,1.0,5,0,llama-70b,domain,284,27070.469199679792,CPU-intensive,0
37,2026-07-18 01:58:08,5,5,5,55,1035,52.7,1.0,5,0,llama-70b,domain,285,127252.2660070099,CPU-intensive,0
38,2026-07-18 02:01:16,5,5,5,55,1295,93.0,1.0,5,0,llama-70b,domain,285,59963.82520906627,CPU-intensive,0
39,2026-07-18 02:03:17,5,5,5,55,1435,77.1,1.0,5,0,llama-70b,domain,285,29551.53059400618,CPU-intensive,0
40,2026-07-18 02:04:47,5,5,5,55,1538,82.3,1.0,5,0,llama-70b,domain,285,199461.31499670446,CPU-intensive,0
41,2026-07-18 02:09:07,5,5,5,55,1547,44.5,1.0,5,0,llama-70b,domain,285,29101.93760180846,CPU-intensive,0
42,2026-07-18 02:10:37,5,5,5,55,1562,60.1,1.0,5,0,llama-70b,domain,285,29923.157609067857,CPU-intensive,0
43,2026-07-18 02:12:07,5,5,5,55,1588,79.3,1.0,5,0,llama-70b,domain,285,25538.94479898736,CPU-intensive,0
44,2026-07-18 02:13:33,5,5,5,55,1649,35.7,1.0,5,0,llama-70b,domain,285,20685.849620960653,CPU-intensive,0
45,2026-07-18 02:14:55,5,5,5,55,1697,55.6,1.0,5,0,llama-70b,domain,285,20422.628718893975,CPU-intensive,0
46,2026-07-18 02:16:16,5,5,5,55,1578,88.9,1.0,5,0,llama-70b,domain,285,207736.08543071896,CPU-intensive,0
47,2026-07-18 02:20:44,5,5,5,55,1340,103.2,1.0,5,0,llama-70b,domain,285,99861.84137919918,CPU-intensive,0
48,2026-07-18 02:23:25,5,5,5,55,1242,64.1,1.0,5,0,llama-70b,domain,285,57064.2619789578,CPU-intensive,0
49,2026-07-18 02:25:23,5,5,5,55,1264,36.2,1.0,5,0,llama-70b,domain,285,176629.6339649707,CPU-intensive,0
50,2026-07-18 02:29:20,5,5,5,55,1372,47.2,1.0,5,0,llama-70b,domain,285,49624.536115676165,CPU-intensive,0
51,2026-07-18 02:31:10,5,5,5,55,1378,37.3,1.0,5,0,llama-70b,domain,285,57389.400105923414,CPU-intensive,0
52,2026-07-18 02:33:08,5,5,5,55,1223,36.5,1.0,5,0,llama-70b,domain,285,126082.28690130636,CPU-intensive,0
53,2026-07-18 02:36:15,5,5,5,55,1002,54.8,1.0,5,0,llama-70b,domain,285,44568.824608810246,CPU-intensive,0
54,2026-07-18 02:38:00,5,5,5,55,802,48.2,1.0,5,0,llama-70b,domain,284,90450.04308409989,CPU-intensive,0
55,2026-07-18 02:40:31,5,5,5,55,688,52.6,1.0,5,0,llama-70b,domain,284,48529.4169052504,CPU-intensive,0
56,2026-07-18 02:42:20,5,5,5,55,653,59.3,1.0,5,0,llama-70b,domain,284,44640.21648699418,CPU-intensive,0
57,2026-07-18 02:44:05,5,5,5,55,669,71.6,1.0,5,0,llama-70b,domain,284,15975.71135731414,CPU-intensive,0
58,2026-07-18 02:45:22,5,5,5,55,650,86.4,1.0,5,0,llama-70b,domain,284,47263.63692013547,CPU-intensive,0
59,2026-07-18 02:47:10,5,5,5,55,678,68.6,1.0,5,0,llama-70b,domain,284,27736.76046030596,CPU-intensive,0
60,2026-07-18 02:48:38,5,5,5,55,853,62.9,1.0,5,0,llama-70b,domain,284,57365.61460234225,CPU-intensive,0
61,2026-07-18 02:50:36,5,5,5,55,1133,36.3,1.0,5,0,llama-70b,domain,285,48400.6360177882,CPU-intensive,0
62,2026-07-18 02:52:26,5,5,5,55,1404,46.7,1.0,5,0,llama-70b,domain,285,19633.842521812767,CPU-intensive,0
63,2026-07-18 02:53:46,5,5,5,55,1555,43.1,1.0,5,0,llama-70b,domain,285,22603.733966127038,CPU-intensive,0
64,2026-07-18 02:55:09,5,5,5,55,1670,83.5,1.0,5,0,llama-70b,domain,285,22465.296738781035,CPU-intensive,0
65,2026-07-18 02:56:32,5,5,5,55,1691,37.5,1.0,5,0,llama-70b,domain,285,171599.23123335466,CPU-intensive,0
66,2026-07-18 03:00:24,8,5,5,55,1666,174.6,1.0,8,1,llama-70b,domain,285,26309.890512842685,CPU-intensive,0
67,2026-07-18 03:01:52,8,8,8,88,1719,67.4,1.0,8,0,llama-70b,domain,285,28797.924156300724,CPU-intensive,0
68,2026-07-18 03:03:21,8,8,8,88,1737,99.9,1.0,8,0,llama-70b,domain,285,57617.97140492126,CPU-intensive,0
69,2026-07-18 03:05:19,8,8,8,88,1731,36.8,1.0,8,0,llama-70b,domain,285,125643.7304369174,CPU-intensive,0
70,2026-07-18 03:08:26,8,8,8,88,1553,73.0,1.0,8,0,llama-70b,domain,285,28303.573075681925,CPU-intensive,0
71,2026-07-18 03:09:55,8,8,8,88,1325,43.5,1.0,8,0,llama-70b,domain,285,23877.64769885689,CPU-intensive,0
72,2026-07-18 03:11:19,8,8,8,88,1078,82.7,1.0,8,0,llama-70b,domain,285,15835.781060159206,CPU-intensive,0
73,2026-07-18 03:12:36,5,8,8,88,1374,60.4,1.0,5,1,llama-70b,domain,285,49033.31991331652,CPU-intensive,0
74,2026-07-18 03:14:26,5,5,5,55,1480,37.8,1.0,5,0,llama-70b,domain,285,18742.38589918241,CPU-intensive,0
75,2026-07-18 03:15:45,5,5,5,55,1403,45.7,1.0,5,0,llama-70b,domain,285,20229.59392890334,CPU-intensive,0
76,2026-07-18 03:17:06,5,5,5,55,1167,76.7,1.0,5,0,llama-70b,domain,285,18625.3447891213,CPU-intensive,0
77,2026-07-18 03:18:25,5,5,5,55,910,55.5,1.0,5,0,llama-70b,domain,284,23117.609997745603,CPU-intensive,0
78,2026-07-18 03:19:49,5,5,5,55,721,40.9,1.0,5,0,llama-70b,domain,284,127314.6296129562,CPU-intensive,0
79,2026-07-18 03:22:57,5,5,5,55,623,107.7,1.0,5,0,llama-70b,domain,284,166771.79151400924,CPU-intensive,0
80,2026-07-18 03:26:44,5,5,5,55,555,182.9,1.0,5,0,llama-70b,domain,284,56100.51682917401,CPU-intensive,0
81,2026-07-18 03:28:41,5,5,5,55,574,36.3,1.0,5,0,llama-70b,domain,284,10287.637247238308,CPU-intensive,0
82,2026-07-18 03:29:52,5,5,5,55,603,97.7,1.0,5,0,llama-70b,domain,284,21844.311631284654,CPU-intensive,0
83,2026-07-18 03:31:15,5,5,5,55,705,55.7,1.0,5,0,llama-70b,domain,284,116372.28619400412,CPU-intensive,0
84,2026-07-18 03:34:12,5,5,5,55,900,47.9,1.0,5,0,llama-70b,domain,284,25620.69075508043,CPU-intensive,0
85,2026-07-18 03:35:38,5,5,5,55,1149,92.8,1.0,5,0,llama-70b,domain,285,11064.061594195664,CPU-intensive,0
86,2026-07-18 03:36:50,5,5,5,55,1383,42.6,1.0,5,0,llama-70b,domain,285,49713.39122299105,CPU-intensive,0
87,2026-07-18 03:38:40,5,5,5,55,1483,79.3,1.0,5,0,llama-70b,domain,285,26803.412534762174,CPU-intensive,0
88,2026-07-18 03:40:07,5,5,5,55,1561,43.2,1.0,5,0,llama-70b,domain,285,23019.06680269167,CPU-intensive,0
89,2026-07-18 03:41:31,5,5,5,55,1558,47.2,1.0,5,0,llama-70b,domain,285,24753.04984441027,CPU-intensive,0
90,2026-07-18 03:42:56,5,5,5,55,1552,52.3,1.0,5,0,llama-70b,domain,285,51752.88193207234,CPU-intensive,0
91,2026-07-18 03:44:49,5,5,5,55,1548,103.1,1.0,5,0,llama-70b,domain,285,25302.2120478563,CPU-intensive,0
92,2026-07-18 03:46:15,5,5,5,55,1524,109.7,1.0,5,0,llama-70b,domain,285,21830.476143863052,CPU-intensive,0
93,2026-07-18 03:47:37,5,5,5,55,1511,46.1,1.0,5,0,llama-70b,domain,285,43619.29643014446,CPU-intensive,0
94,2026-07-18 03:49:22,5,5,5,55,1280,38.7,1.0,5,0,llama-70b,domain,285,12285.363479983062,CPU-intensive,0
95,2026-07-18 03:50:35,5,5,5,55,1025,70.0,1.0,5,0,llama-70b,domain,285,10464.718187693506,CPU-intensive,0
96,2026-07-18 03:51:46,5,5,5,55,1000,36.6,1.0,5,0,llama-70b,domain,285,18057.27656139061,CPU-intensive,0
97,2026-07-18 03:53:04,5,5,5,55,1107,80.5,1.0,5,0,llama-70b,domain,285,15903.414086904377,CPU-intensive,0
98,2026-07-18 03:54:21,5,5,5,55,1209,81.0,1.0,5,0,llama-70b,domain,285,55915.47214100137,CPU-intensive,0
99,2026-07-18 03:56:18,5,5,5,55,1168,37.0,1.0,5,0,llama-70b,domain,285,100011.18401810527,CPU-intensive,0
100,2026-07-18 03:58:58,5,5,5,55,972,80.3,1.0,5,0,llama-70b,domain,284,24595.896173268557,CPU-intensive,0
101,2026-07-18 04:00:23,5,5,5,55,762,103.3,1.0,5,0,llama-70b,domain,284,128973.11048675328,CPU-intensive,0
102,2026-07-18 04:03:33,5,5,5,55,610,40.6,1.0,5,0,llama-70b,domain,284,59589.89145886153,CPU-intensive,0
103,2026-07-18 04:05:33,5,5,5,55,526,63.7,1.0,5,0,llama-70b,domain,284,125299.2351599969,CPU-intensive,0
104,2026-07-18 04:08:39,5,5,5,55,491,76.7,1.0,5,0,llama-70b,domain,284,48270.79373085871,CPU-intensive,0
105,2026-07-18 04:10:28,5,5,5,55,524,37.4,1.0,5,0,llama-70b,domain,284,98071.92363683134,CPU-intensive,0
106,2026-07-18 04:13:07,5,5,5,55,586,48.7,1.0,5,0,llama-70b,domain,284,23890.930416993797,CPU-intensive,0
107,2026-07-18 04:14:31,5,5,5,55,663,74.7,1.0,5,0,llama-70b,domain,284,21838.67953810841,CPU-intensive,0
108,2026-07-18 04:15:54,8,5,5,55,858,200.9,1.0,8,1,llama-70b,domain,284,24353.948245756328,CPU-intensive,0
109,2026-07-18 04:17:19,5,8,8,88,1102,43.9,1.0,5,1,llama-70b,domain,285,24937.266999855638,CPU-intensive,0
110,2026-07-18 04:18:45,5,5,5,55,1337,76.1,1.0,5,0,llama-70b,domain,285,176614.4648939371,CPU-intensive,0
111,2026-07-18 04:22:42,5,5,5,55,1498,37.3,1.0,5,0,llama-70b,domain,285,100183.83109895512,CPU-intensive,0
112,2026-07-18 04:25:23,5,5,5,55,1605,36.8,1.0,5,0,llama-70b,domain,285,49690.11394074187,CPU-intensive,0
113,2026-07-18 04:27:13,5,5,5,55,1523,83.7,1.0,5,0,llama-70b,domain,285,26718.694493174553,CPU-intensive,0
114,2026-07-18 04:28:41,8,5,5,55,1512,155.6,1.0,8,1,llama-70b,domain,285,15511.572320014238,CPU-intensive,0
115,2026-07-18 04:29:57,5,8,8,88,1539,79.9,1.0,5,1,llama-70b,domain,285,18543.64423919469,CPU-intensive,0
116,2026-07-18 04:31:17,5,5,5,55,1561,88.2,1.0,5,0,llama-70b,domain,285,21089.14746902883,CPU-intensive,0
117,2026-07-18 04:32:38,5,5,5,55,1519,88.1,1.0,5,0,llama-70b,domain,285,17797.32255404815,CPU-intensive,0
118,2026-07-18 04:33:57,5,5,5,55,1288,36.2,1.0,5,0,llama-70b,domain,285,11664.713197853416,CPU-intensive,0
119,2026-07-18 04:35:09,5,5,5,55,1051,43.1,1.0,5,0,llama-70b,domain,285,18471.74842702225,CPU-intensive,0
